62.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
10:02:37.2 (15092544)|VARIABLE_ASSIGNMENT|[11]|formData|{"areaRegion":"","branchRisk":"","company":"azaza","complaintReason":"","complaintSubject":"test","email":"med.oussama.boussabn (12 more) ...","filesCase":"0x22a5beec","firstName":"azaz","lastName":"azaaz","lifeNoLife":"","otherRaison":"","phone":"","requestReason":"","type":""}|0x42ab9d0
10:02:37.2 (15101827)|SYSTEM_MODE_ENTER|true
10:02:37.2 (15104579)|HEAP_ALLOCATE|[12]|Bytes:5
10:02:37.2 (15107031)|STATEMENT_EXECUTE|[11]
10:02:37.2 (15108161)|STATEMENT_EXECUTE|[12]
10:02:37.2 (15110499)|HEAP_ALLOCATE|[12]|Bytes:164
10:02:37.2 (15113315)|HEAP_ALLOCATE|[12]|Bytes:19
10:02:37.2 (15116841)|HEAP_ALLOCATE|[12]|Bytes:20
10:02:37.2 (15135901)|CONSTRUCTOR_ENTRY|[12]|01pdt0000003lvF|<init>()|SM002_Request.ResponseWrapper
10:02:37.2 (15156504)|VARIABLE_SCOPE_BEGIN|[193]|this|SM002_Request.ResponseWrapper|true|false
10:02:37.2 (15190807)|VARIABLE_ASSIGNMENT|[193]|this|{}|0x6ecf2d9c
10:02:37.2 (15196662)|STATEMENT_EXECUTE|[183]
10:02:37.2 (15197839)|STATEMENT_EXECUTE|[185]
10:02:37.2 (15198953)|STATEMENT_EXECUTE|[187]
10:02:37.2 (15200175)|STATEMENT_EXECUTE|[189]
10:02:37.2 (15201240)|STATEMENT_EXECUTE|[191]
10:02:37.2 (15211851)|STATEMENT_EXECUTE|[193]
10:02:37.2 (15217227)|CONSTRUCTOR_EXIT|[12]|01pdt0000003lvF|<init>()|SM002_Request.ResponseWrapper
10:02:37.2 (15223376)|VARIABLE_SCOPE_BEGIN|[12]|response|SM002_Request.ResponseWrapper|true|false
10:02:37.2 (15238076)|VARIABLE_ASSIGNMENT|[12]|response|{}|0x6ecf2d9c
10:02:37.2 (15242844)|STATEMENT_EXECUTE|[13]
10:02:37.2 (15244889)|HEAP_ALLOCATE|[13]|Bytes:12
10:02:37.2 (15314584)|HEAP_ALLOCATE|[13]|Bytes:259
10:02:37.2 (15327222)|HEAP_ALLOCATE|[13]|Bytes:271
10:02:37.2 (15350577)|USER_DEBUG|[13]|DEBUG|FormData => FormDataWrapper:[areaRegion=, branchRisk=, caseNumber=null, company=azaza, complaintReason=, complaintSubject=test, email=med.oussama.boussabnia@gmail.com, filesCase=(), firstName=azaz, lastName=azaaz, lifeNoLife=, otherRaison=, phone=, requestReason=, type=]
10:02:37.2 (15357059)|STATEMENT_EXECUTE|[14]
10:02:37.2 (15358706)|HEAP_ALLOCATE|[14]|Bytes:5
10:02:37.2 (15397791)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"areaRegion":"","branchRisk":"","company":"azaza","complaintReason":"","complaintSubject":"test","email":"med.oussama.boussabn (12 more) ...","filesCase":"0x22a5beec","firstName":"azaz","lastName":"azaaz","lifeNoLife":"","otherRaison":"","phone":"","requestReason":"","type":""}|0x42ab9d0
10:02:37.2 (15410807)|METHOD_ENTRY|[14]|01pdt0000003lvF|SM002_Request.getContactsBy(String, String)
10:02:37.2 (15414976)|VARIABLE_SCOPE_BEGIN|[107]|field|String|false|false
10:02:37.2 (15419867)|VARIABLE_ASSIGNMENT|[107]|field|"Email"
10:02:37.2 (15422408)|VARIABLE_SCOPE_BEGIN|[107]|value|String|false|false
10:02:37.2 (15427369)|VARIABLE_ASSIGNMENT|[107]|value|"med.oussama.boussabn (12 more) ..."
10:02:37.2 (15433840)|HEAP_ALLOCATE|[108]|Bytes:5
10:02:37.2 (15436313)|STATEMENT_EXECUTE|[107]
10:02:37.2 (15437252)|STATEMENT_EXECUTE|[108]
10:02:37.2 (15438747)|HEAP_ALLOCATE|[108]|Bytes:64
10:02:37.2 (15441446)|HEAP_ALLOCATE|[108]|Bytes:4
10:02:37.2 (15443687)|HEAP_ALLOCATE|[108]|Bytes:1
10:02:37.2 (15450115)|HEAP_ALLOCATE|[108]|Bytes:106
10:02:37.2 (15454672)|VARIABLE_SCOPE_BEGIN|[108]|query|String|false|false
10:02:37.2 (15460962)|VARIABLE_ASSIGNMENT|[108]|query|"SELECT Id, FirstName (86 more) ..."
10:02:37.2 (15463474)|STATEMENT_EXECUTE|[109]
10:02:37.2 (18508685)|SOQL_EXECUTE_BEGIN|[109]|Aggregations:0|SELECT Id, FirstName, LastName, Email, Phone FROM Contact WHERE Email = 'med.oussama.boussabnia@gmail.com'
10:02:37.2 (32214908)|SOQL_EXECUTE_END|[109]|Rows:1
10:02:37.2 (32243635)|HEAP_ALLOCATE|[109]|Bytes:8
10:02:37.2 (32271078)|HEAP_ALLOCATE|[109]|Bytes:131
10:02:37.2 (32339100)|HEAP_ALLOCATE|[109]|Bytes:8
10:02:37.2 (32361093)|METHOD_EXIT|[14]|01pdt0000003lvF|SM002_Request.getContactsBy(String, String)
10:02:37.2 (32368405)|VARIABLE_SCOPE_BEGIN|[14]|contacts|List<Contact>|true|false
10:02:37.2 (32398985)|VARIABLE_ASSIGNMENT|[14]|contacts|[{"Id":"003dt000005Ln4UAAS","FirstName":"Boussabnia","LastName":"Oussama","Email":"med.oussama.boussabn (12 more) ...","Phone":"0679183235"}]|0xe411f47
10:02:37.2 (32404643)|STATEMENT_EXECUTE|[15]
10:02:37.2 (32416281)|VARIABLE_SCOPE_BEGIN|[15]|contactToUse|Contact|true|false
10:02:37.2 (32422994)|VARIABLE_ASSIGNMENT|[15]|contactToUse|null|
10:02:37.2 (32494076)|STATEMENT_EXECUTE|[31]
10:02:37.2 (32496584)|STATEMENT_EXECUTE|[32]
10:02:37.2 (32507287)|HEAP_ALLOCATE|[32]|Bytes:24
10:02:37.2 (32519236)|VARIABLE_ASSIGNMENT|[32]|contactToUse|{"Id":"003dt000005Ln4UAAS","FirstName":"Boussabnia","LastName":"Oussama","Email":"med.oussama.boussabn (12 more) ...","Phone":"0679183235"}|0x2cf284b1
10:02:37.2 (32522820)|STATEMENT_EXECUTE|[35]
10:02:37.2 (32575937)|HEAP_ALLOCATE|[35]|Bytes:4
10:02:37.2 (32657969)|VARIABLE_SCOPE_BEGIN|[35]|newRequest|Case|true|false
10:02:37.2 (32668436)|VARIABLE_ASSIGNMENT|[35]|newRequest|{}|0x1f849cb8
10:02:37.2 (32671753)|STATEMENT_EXECUTE|[36]
10:02:37.2 (32674673)|HEAP_ALLOCATE|[36]|Bytes:4
10:02:37.2 (33076143)|HEAP_ALLOCATE|[36]|Bytes:4
10:02:37.2 (36812469)|HEAP_ALLOCATE|[36]|Bytes:16
10:02:37.2 (36828829)|HEAP_ALLOCATE|[36]|Bytes:7
10:02:37.2 (36894843)|HEAP_ALLOCATE|[36]|Bytes:4
10:02:37.2 (39554317)|VARIABLE_ASSIGNMENT|[36]|this.RecordTypeId|"012dt0000002WLcAAM"|0x1f849cb8
10:02:37.2 (39566669)|STATEMENT_EXECUTE|[37]
10:02:37.2 (39644970)|VARIABLE_ASSIGNMENT|[37]|this.ContactId|"003dt000005Ln4UAAS"|0x1f849cb8
10:02:37.2 (39649222)|STATEMENT_EXECUTE|[38]
10:02:37.2 (39736884)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"areaRegion":"","branchRisk":"","company":"azaza","complaintReason":"","complaintSubject":"test","email":"med.oussama.boussabn (12 more) ...","filesCase":"0x22a5beec","firstName":"azaz","lastName":"azaaz","lifeNoLife":"","otherRaison":"","phone":"","requestReason":"","type":""}|0x42ab9d0
10:02:37.2 (39778359)|VARIABLE_ASSIGNMENT|[38]|this.ComplaintSubject__c|"test"|0x1f849cb8
10:02:37.2 (39781983)|STATEMENT_EXECUTE|[39]
10:02:37.2 (39812212)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"areaRegion":"","branchRisk":"","company":"azaza","complaintReason":"","complaintSubject":"test","email":"med.oussama.boussabn (12 more) ...","filesCase":"0x22a5beec","firstName":"azaz","lastName":"azaaz","lifeNoLife":"","otherRaison":"","phone":"","requestReason":"","type":""}|0x42ab9d0
10:02:37.2 (39822134)|HEAP_ALLOCATE|[39]|Bytes:4
10:02:37.2 (39865845)|VARIABLE_ASSIGNMENT|[39]|this.Vie__c|false|0x1f849cb8
10:02:37.2 (39869490)|STATEMENT_EXECUTE|[40]
10:02:37.2 (39895968)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"areaRegion":"","branchRisk":"","company":"azaza","complaintReason":"","complaintSubject":"test","email":"med.oussama.boussabn (12 more) ...","filesCase":"0x22a5beec","firstName":"azaz","lastName":"azaaz","lifeNoLife":"","otherRaison":"","phone":"","requestReason":"","type":""}|0x42ab9d0
10:02:37.2 (39903555)|HEAP_ALLOCATE|[40]|Bytes:6
10:02:37.2 (39922731)|VARIABLE_ASSIGNMENT|[40]|this.NonVie__c|false|0x1f849cb8
10:02:37.2 (39926186)|STATEMENT_EXECUTE|[41]
10:02:37.2 (39949620)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"areaRegion":"","branchRisk":"","company":"azaza","complaintReason":"","complaintSubject":"test","email":"med.oussama.boussabn (12 more) ...","filesCase":"0x22a5beec","firstName":"azaz","lastName":"azaaz","lifeNoLife":"","otherRaison":"","phone":"","requestReason":"","type":""}|0x42ab9d0
10:02:37.2 (39978323)|VARIABLE_ASSIGNMENT|[41]|this.SuppliedEmail|"med.oussama.boussabn (12 more) ..."|0x1f849cb8
10:02:37.2 (39983567)|STATEMENT_EXECUTE|[42]
10:02:37.2 (40009976)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"areaRegion":"","branchRisk":"","company":"azaza","complaintReason":"","complaintSubject":"test","email":"med.oussama.boussabn (12 more) ...","filesCase":"0x22a5beec","firstName":"azaz","lastName":"azaaz","lifeNoLife":"","otherRaison":"","phone":"","requestReason":"","type":""}|0x42ab9d0
10:02:37.2 (40029645)|VARIABLE_ASSIGNMENT|[42]|this.LastName__c|"azaaz"|0x1f849cb8
10:02:37.2 (40032955)|STATEMENT_EXECUTE|[43]
10:02:37.2 (40058558)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"areaRegion":"","branchRisk":"","company":"azaza","complaintReason":"","complaintSubject":"test","email":"med.oussama.boussabn (12 more) ...","filesCase":"0x22a5beec","firstName":"azaz","lastName":"azaaz","lifeNoLife":"","otherRaison":"","phone":"","requestReason":"","type":""}|0x42ab9d0
10:02:37.2 (40077625)|VARIABLE_ASSIGNMENT|[43]|this.FirstName__c|"azaz"|0x1f849cb8
10:02:37.2 (40080867)|STATEMENT_EXECUTE|[44]
10:02:37.2 (40104969)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"areaRegion":"","branchRisk":"","company":"azaza","complaintReason":"","complaintSubject":"test","email":"med.oussama.boussabn (12 more) ...","filesCase":"0x22a5beec","firstName":"azaz","lastName":"azaaz","lifeNoLife":"","otherRaison":"","phone":"","requestReason":"","type":""}|0x42ab9d0
10:02:37.2 (40123195)|VARIABLE_ASSIGNMENT|[44]|this.Entreprise__c|"azaza"|0x1f849cb8
10:02:37.2 (40126865)|STATEMENT_EXECUTE|[45]
10:02:37.2 (40151395)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"areaRegion":"","branchRisk":"","company":"azaza","complaintReason":"","complaintSubject":"test","email":"med.oussama.boussabn (12 more) ...","filesCase":"0x22a5beec","firstName":"azaz","lastName":"azaaz","lifeNoLife":"","otherRaison":"","phone":"","requestReason":"","type":""}|0x42ab9d0
10:02:37.2 (40170779)|VARIABLE_ASSIGNMENT|[45]|this.AreaRegion__c|""|0x1f849cb8
10:02:37.2 (40174048)|STATEMENT_EXECUTE|[46]
10:02:37.2 (40198095)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"areaRegion":"","branchRisk":"","company":"azaza","complaintReason":"","complaintSubject":"test","email":"med.oussama.boussabn (12 more) ...","filesCase":"0x22a5beec","firstName":"azaz","lastName":"azaaz","lifeNoLife":"","otherRaison":"","phone":"","requestReason":"","type":""}|0x42ab9d0
10:02:37.2 (40216780)|VARIABLE_ASSIGNMENT|[46]|this.PhoneNumber__c|""|0x1f849cb8
10:02:37.2 (40220158)|STATEMENT_EXECUTE|[47]
10:02:37.2 (40243696)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"areaRegion":"","branchRisk":"","company":"azaza","complaintReason":"","complaintSubject":"test","email":"med.oussama.boussabn (12 more) ...","filesCase":"0x22a5beec","firstName":"azaz","lastName":"azaaz","lifeNoLife":"","otherRaison":"","phone":"","requestReason":"","type":""}|0x42ab9d0
10:02:37.2 (40261941)|VARIABLE_ASSIGNMENT|[47]|this.BranchRisk__c|""|0x1f849cb8
10:02:37.2 (40265327)|STATEMENT_EXECUTE|[48]
10:02:37.2 (40288844)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"areaRegion":"","branchRisk":"","company":"azaza","complaintReason":"","complaintSubject":"test","email":"med.oussama.boussabn (12 more) ...","filesCase":"0x22a5beec","firstName":"azaz","lastName":"azaaz","lifeNoLife":"","otherRaison":"","phone":"","requestReason":"","type":""}|0x42ab9d0
10:02:37.2 (40313404)|VARIABLE_ASSIGNMENT|[48]|this.Type|""|0x1f849cb8
10:02:37.2 (40316657)|STATEMENT_EXECUTE|[49]
10:02:37.2 (40344006)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"areaRegion":"","branchRisk":"","company":"azaza","complaintReason":"","complaintSubject":"test","email":"med.oussama.boussabn (12 more) ...","filesCase":"0x22a5beec","firstName":"azaz","lastName":"azaaz","lifeNoLife":"","otherRaison":"","phone":"","requestReason":"","type":""}|0x42ab9d0
10:02:37.2 (40363584)|VARIABLE_ASSIGNMENT|[49]|this.ComplaintReason__c|""|0x1f849cb8
10:02:37.2 (40367438)|STATEMENT_EXECUTE|[50]
10:02:37.2 (40390656)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"areaRegion":"","branchRisk":"","company":"azaza","complaintReason":"","complaintSubject":"test","email":"med.oussama.boussabn (12 more) ...","filesCase":"0x22a5beec","firstName":"azaz","lastName":"azaaz","lifeNoLife":"","otherRaison":"","phone":"","requestReason":"","type":""}|0x42ab9d0
10:02:37.2 (40409639)|VARIABLE_ASSIGNMENT|[50]|this.CaseType__c|""|0x1f849cb8
10:02:37.2 (40413002)|STATEMENT_EXECUTE|[51]
10:02:37.2 (40414902)|HEAP_ALLOCATE|[51]|Bytes:8
10:02:37.2 (40429956)|VARIABLE_ASSIGNMENT|[51]|this.ReclamationStatus__c|"Nouvelle"|0x1f849cb8
10:02:37.2 (40433176)|STATEMENT_EXECUTE|[52]
10:02:37.2 (40457088)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"areaRegion":"","branchRisk":"","company":"azaza","complaintReason":"","complaintSubject":"test","email":"med.oussama.boussabn (12 more) ...","filesCase":"0x22a5beec","firstName":"azaz","lastName":"azaaz","lifeNoLife":"","otherRaison":"","phone":"","requestReason":"","type":""}|0x42ab9d0
10:02:37.2 (40476809)|VARIABLE_ASSIGNMENT|[52]|this.Autres__c|""|0x1f849cb8
10:02:37.2 (40479956)|STATEMENT_EXECUTE|[53]
10:02:37.2 (40481502)|HEAP_ALLOCATE|[53]|Bytes:20
10:02:37.2 (40490084)|METHOD_ENTRY|[53]|01pdt0000003lvF|SM002_Request.getQueueByName(String)
10:02:37.2 (40556092)|VARIABLE_SCOPE_BEGIN|[119]|name|String|false|false
10:02:37.2 (40562636)|VARIABLE_ASSIGNMENT|[119]|name|"RequestManagersQueue"
10:02:37.2 (40575450)|HEAP_ALLOCATE|[120]|Bytes:5
10:02:37.2 (40578466)|STATEMENT_EXECUTE|[119]
10:02:37.2 (40579441)|STATEMENT_EXECUTE|[120]
10:02:37.2 (40580919)|HEAP_ALLOCATE|[120]|Bytes:72
10:02:37.2 (40594625)|HEAP_ALLOCATE|[120]|Bytes:4
10:02:37.2 (40603166)|HEAP_ALLOCATE|[120]|Bytes:7
10:02:37.2 (41036422)|SOQL_EXECUTE_BEGIN|[120]|Aggregations:0|SELECT Id FROM Group WHERE (DeveloperName = :tmpVar1 AND Type = 'Queue')
10:02:37.2 (47373429)|SOQL_EXECUTE_END|[120]|Rows:1
10:02:37.2 (47398959)|HEAP_ALLOCATE|[120]|Bytes:8
10:02:37.2 (47425309)|HEAP_ALLOCATE|[120]|Bytes:29
10:02:37.2 (47455192)|HEAP_ALLOCATE|[120]|Bytes:8
10:02:37.2 (47473264)|METHOD_EXIT|[53]|01pdt0000003lvF|SM002_Request.getQueueByName(String)
10:02:37.2 (47523994)|HEAP_ALLOCATE|[53]|Bytes:8
10:02:37.2 (47630713)|VARIABLE_ASSIGNMENT|[53]|this.OwnerId|"00Gdt000000ATf3EAG"|0x1f849cb8
10:02:37.2 (47636077)|STATEMENT_EXECUTE|[57]
10:02:37.2 (47637075)|STATEMENT_EXECUTE|[57]
10:02:37.2 (47638014)|STATEMENT_EXECUTE|[58]
10:02:37.2 (47675981)|HEAP_ALLOCATE|[58]|Bytes:8
10:02:37.2 (47688580)|DML_BEGIN|[58]|Op:Insert|Type:Case|Rows:1
10:02:37.2 (47711271)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
10:02:37.2 (73631634)|CODE_UNIT_STARTED|[EXTERNAL]|Flow:Case
10:02:37.2 (73660851)|CODE_UNIT_FINISHED|Flow:Case
10:02:37.2 (106670241)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:Case:new
10:02:37.2 (106702060)|VALIDATION_RULE|03ddt0000001M3J|VR001_GiftRequestApprove
10:02:37.2 (107028411)|VALIDATION_FORMULA|AND(
    ISPICKVAL( CaseStatus__c , "approved"),  
    ISBLANK(QuantitAttribue__c)
)|QuantitAttribue__c=null , CaseStatus__c=null
10:02:37.2 (107045896)|VALIDATION_PASS
10:02:37.2 (107047951)|VALIDATION_RULE|03ddt0000001M3N|VR005_Request
10:02:37.2 (107311437)|VALIDATION_FORMULA|AND(
    ISPICKVAL(Type, 'Autres à saisir'),
    OR(
				ISBLANK(TEXT(CaseType__c)) ,
     ComplaintSubject__c == '' )
)|Type=null , CaseType__c=null , ComplaintSubject__c=test
10:02:37.2 (107318871)|VALIDATION_PASS
10:02:37.2 (107319985)|VALIDATION_RULE|03ddt00000036dZ|VR_008StatusReclamation
10:02:37.2 (107481330)|VALIDATION_FORMULA|CASE(
    TEXT(ReclamationStatus__c),
    "Nouvelle", 1,
    "Qualification", 2,
    "Traitement", 3,
    "Clôture", 4,
    0
) < 
CASE(
    TEXT(PRIORVALUE(ReclamationStatus__c)),
    "Nouvelle", 1,
    "Qualification", 2,
    "Traitement", 3,
    "Clôture", 4,
    0
)|ReclamationStatus__c=Nouvelle
10:02:37.2 (107487847)|VALIDATION_PASS
10:02:37.2 (107502817)|CODE_UNIT_FINISHED|Validation:Case:new
10:02:37.2 (203878113)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Case
10:02:37.2 (205620526)|CODE_UNIT_FINISHED|Workflow:Case
10:02:37.2 (205730123)|CODE_UNIT_STARTED|[EXTERNAL]|Flow:Case
10:02:37.208 (208937562)|FLOW_CREATE_INTERVIEW_BEGIN|00Ddt000000HSBB|300dt000001yyry|301dt0000030h89
10:02:37.208 (208990435)|FLOW_CREATE_INTERVIEW_END|186857de50d35421bad458bfece91948ceda0df-5735|[Case]: Entitlement Assigning
10:02:37.209 (209194758)|FLOW_START_INTERVIEWS_BEGIN|1
10:02:37.209 (209219923)|FLOW_START_INTERVIEW_BEGIN|186857de50d35421bad458bfece91948ceda0df-5735|[Case]: Entitlement Assigning
10:02:37.209 (209361376)|FLOW_START_INTERVIEW_END|186857de50d35421bad458bfece91948ceda0df-5735|[Case]: Entitlement Assigning
